_ID_,_MAIN_CATEGORY_,_MANUFACTURER_,_NAME_,_META_TITLE_,_META_H1_,_META_KEYWORDS_,_SEO_KEYWORD_,_META_DESCRIPTION_,_DESCRIPTION_,_PRICE_,_IMAGE_
9986,Системы видеонаблюдения|Видеонаблюдение|Видеорегистраторы,AVTECH,AVTECH PR8 (AVD746),AVTECH PR8 (AVD746),AVTECH PR8 (AVD746),"Системы видеонаблюдения,Видеонаблюдение,AVTECH PR8 (AVD746),AVTECH,купить,спб,в сакнт-петербурге,игодно ру,igodno,магазин систем безопасности","Системы видеонаблюдения,Видеонаблюдение,AVTECH PR8 (AVD746),AVTECH,купить,спб,в сакнт-петербурге,игодно ру,igodno,магазин систем безопасности",AVTECH PR8 (AVD746) – новый 8-канальный видеорегистратор от компании AVTech соответствует высоким требованиям современного рынка систем безопасности. Он обеспечивает скорость записи в 50 к/с по всем каналам. В данной модели используется кодек сжатия получ,"AVTECH PR8 (AVD746) – новый 8-канальный видеорегистратор от компании AVTech соответствует высоким требованиям современного рынка систем безопасности. Он обеспечивает скорость записи в 50 к/с по всем каналам. В данной модели используется кодек сжатия полученных данных – H.264. Видеорегистратор предназначен для видеонаблюдения, а управление камерами осуществляется по коаксиальному кабелю. В нем находится встроенный модуль системной видеоаналитики IVS, благодаря которому не требуется установка дополнительных программ. С помощью технологии DCCS видеорегистратора оператор может менять фокусное расстояние и управлять объективом камеры. Для этого не понадобятся другие интерфейсы и устройства наблюдения. Управление осуществляется как на прямую через переднюю панель видеорегистратора, USB-мышью, ИК-пультом, так и удаленно по сети. Просматривать видео можно через популярные браузеры Firefox, Internet Explorer или на собственном ПО, входящем в комплект.",0,catalog/img/9986.jpg
9987,Системы видеонаблюдения|Видеонаблюдение|Видеорегистраторы,AVTECH,AVTECH MR8 (AVC796A),AVTECH MR8 (AVC796A),AVTECH MR8 (AVC796A),"Системы видеонаблюдения,Видеонаблюдение,AVTECH MR8 (AVC796A),AVTECH,купить,спб,в сакнт-петербурге,игодно ру,igodno,магазин систем безопасности","Системы видеонаблюдения,Видеонаблюдение,AVTECH MR8 (AVC796A),AVTECH,купить,спб,в сакнт-петербурге,игодно ру,igodno,магазин систем безопасности","AVTECH MR8 (AVC796A) – 8-канальный цифровой регистратор видеосигнала марки AVTECH использует наиболее эффективный алгоритм сжатия на сегодняшний день – H.264, что позволяет существенно экономить дисковое пространство HDD. Как и в 4-канальном аналоге, этот","AVTECH MR8 (AVC796A) – 8-канальный цифровой регистратор видеосигнала марки AVTECH использует наиболее эффективный алгоритм сжатия на сегодняшний день – H.264, что позволяет существенно экономить дисковое пространство HDD. Как и в 4-канальном аналоге, этот видеорегистратор записывает видео в реальном времени, имеет широкие сетевые функции, встроенный веб-сервер, оснащён детектором движения, тревожными входами и выходами, а также портами RS-422 для управления PTZ камерами и RS-232 для внешней клавиатуры. Благодаря пентаплексной многозадочности видеорегистратор может одновременно выполнять несколько функций: видеозапись, воспроизведе­ние, просмотр архива, архивацию данных и работу по сети. Столь обширный набор функций, отличная надежность и невысокая цена делает эту модель довольно востребованной на рынке систем охранного видеонаблюдения.",0,catalog/img/9987.jpg
9988,Системы видеонаблюдения|Видеонаблюдение|Видеорегистраторы,AVTECH,AVTECH LR8,AVTECH LR8,AVTECH LR8,"Системы видеонаблюдения,Видеонаблюдение,AVTECH LR8,AVTECH,купить,спб,в сакнт-петербурге,игодно ру,igodno,магазин систем безопасности","Системы видеонаблюдения,Видеонаблюдение,AVTECH LR8,AVTECH,купить,спб,в сакнт-петербурге,игодно ру,igodno,магазин систем безопасности",АНАЛОГ ВЗАМЕН: AVTECH LR83H-RT,АНАЛОГ ВЗАМЕН: AVTECH LR83H-RT,0,catalog/img/9988.jpg
9989,Системы видеонаблюдения|Видеонаблюдение|Видеорегистраторы,AVTECH,AVTECH PR16 (AVD748),AVTECH PR16 (AVD748),AVTECH PR16 (AVD748),"Системы видеонаблюдения,Видеонаблюдение,AVTECH PR16 (AVD748),AVTECH,купить,спб,в сакнт-петербурге,игодно ру,igodno,магазин систем безопасности","Системы видеонаблюдения,Видеонаблюдение,AVTECH PR16 (AVD748),AVTECH,купить,спб,в сакнт-петербурге,игодно ру,igodno,магазин систем безопасности",16-канальный цифровой видеорегистратор «реального времени» с возможностью удаленного наблюдения с мобильных устройств AVTECH PR16 (AVD748) торговой марки AVTECH управляет до 16 камерами и обеспечивает скорость записи от 100к/с до 400к/с в зависимости от р,"16-канальный цифровой видеорегистратор «реального времени» с возможностью удаленного наблюдения с мобильных устройств AVTECH PR16 (AVD748) торговой марки AVTECH управляет до 16 камерами и обеспечивает скорость записи от 100к/с до 400к/с в зависимости от разрешения. Наблюдение ведётся как с монитора компьютера, так и с сотового телефона, на котором установлено приложение EagleEyes. Оно поддерживается такими мобильными платформами и устройствами, как Windows Mobile, iPhone, BlackBerry, Android, Symbian. Приложение представляет широкий набор функций, в число которых входит: возможность изменять поворот камеры, передавать звук и видео, уведомлять о несанкционированных действиях, просматривать архив, получать статистические отчеты. Встроенный в видеорегистратор модуль IVS позволяет предотвратить взлом, отследить попытку маскировки камеры, фиксировать количество выходящих и входящих людей в помещение. Более того, этот модуль не требует установки дополнительных устройств. Запись данных производится на два встраиваемых в корпус жестких диска SATА ёмкостью до 2 Тб. Управлять камерами можно с помощью USB-мыши и ИК-пульта дистанционного управления.",0,catalog/img/9989.jpg
9990,Системы видеонаблюдения|Видеонаблюдение|Видеорегистраторы,AVTECH,AVTECH MR16 (AVC798A),AVTECH MR16 (AVC798A),AVTECH MR16 (AVC798A),"Системы видеонаблюдения,Видеонаблюдение,AVTECH MR16 (AVC798A),AVTECH,купить,спб,в сакнт-петербурге,игодно ру,igodno,магазин систем безопасности","Системы видеонаблюдения,Видеонаблюдение,AVTECH MR16 (AVC798A),AVTECH,купить,спб,в сакнт-петербурге,игодно ру,igodno,магазин систем безопасности","16-канальный видеорегистратор AVTECH MR16 (AVC798A) торговой марки AVTECH входит в серию ультрасовременных цифровых устройств записи видеоданных на жесткий диск, использующих современные технологии аппаратного сжатия изображения, основанные на алгоритме H","16-канальный видеорегистратор AVTECH MR16 (AVC798A) торговой марки AVTECH входит в серию ультрасовременных цифровых устройств записи видеоданных на жесткий диск, использующих современные технологии аппаратного сжатия изображения, основанные на алгоритме H.264. Формат H.264 обеспечивает максимальную продолжительность записи, при минимальном размере файлов и низкий битрейт при удаленном просмотре. Наличие функции мультиплексора позволяет одновременно просматривать текущую ситуацию на объекте, записывать, воспроизводить записи, создавать резервные записи и использовать сетевые функции. Регистратор поддерживает все продвинутые функции,в том числе и передача по сети, обеспечивая хорошее качество видео с большим сжатием, чем предыдущие стандарты, экономя место на жестком диске и трафик в полосе пропускания сети. ",0,catalog/img/9990.jpg
9991,Системы видеонаблюдения|Видеонаблюдение|Видеорегистраторы,AVTECH,AVTECH LR16,AVTECH LR16,AVTECH LR16,"Системы видеонаблюдения,Видеонаблюдение,AVTECH LR16,AVTECH,купить,спб,в сакнт-петербурге,игодно ру,igodno,магазин систем безопасности","Системы видеонаблюдения,Видеонаблюдение,AVTECH LR16,AVTECH,купить,спб,в сакнт-петербурге,игодно ру,igodno,магазин систем безопасности",АНАЛОГ ВЗАМЕН: AVTECH LR16H-RT,АНАЛОГ ВЗАМЕН: AVTECH LR16H-RT,0,catalog/img/9991.jpg
9992,Системы видеонаблюдения|Видеонаблюдение|Видеорегистраторы,AVTECH,AV Tech MR4LCD (AVL683),AV Tech MR4LCD (AVL683),AV Tech MR4LCD (AVL683),"Системы видеонаблюдения,Видеонаблюдение,AV Tech MR4LCD (AVL683),AVTECH,купить,спб,в сакнт-петербурге,игодно ру,igodno,магазин систем безопасности","Системы видеонаблюдения,Видеонаблюдение,AV Tech MR4LCD (AVL683),AVTECH,купить,спб,в сакнт-петербурге,игодно ру,igodno,магазин систем безопасности","AV Tech MR4LCD — четырехканальный цифровой видеорегистратор с LCD-монитором с диагональю 19 дюймов. Компактное полнофункциональное устройство записи с новейшим стандартом сжатия H.264. Видеорегистратор оснащен аудио- и тревожными входами и выходами, подде","AV Tech MR4LCD — четырехканальный цифровой видеорегистратор с LCD-монитором с диагональю 19 дюймов. Компактное полнофункциональное устройство записи с новейшим стандартом сжатия H.264. Видеорегистратор оснащен аудио- и тревожными входами и выходами, поддерживает интерфейс жестких дисков SATA и протоколы Pelco-P/Pelco-D для управления поворотными камерами. Видеорегистратор AV Tech MR4LCD комплектуется ИК-пультом дистанционного управления.",0,catalog/img/9992.jpg
9995,Системы видеонаблюдения|IP-видеонаблюдение|Сетевые IP камеры,Hikvision,Hikvision DS-2CD893PF-E,Hikvision DS-2CD893PF-E,Hikvision DS-2CD893PF-E,"Системы видеонаблюдения,IP-видеонаблюдение,Hikvision DS-2CD893PF-E,Hikvision,купить,спб,в сакнт-петербурге,игодно ру,igodno,магазин систем безопасности","Системы видеонаблюдения,IP-видеонаблюдение,Hikvision DS-2CD893PF-E,Hikvision,купить,спб,в сакнт-петербурге,игодно ру,igodno,магазин систем безопасности","Hikvision DS-2CD893PF-E - цветная день/ночь корпусная IP-видеокамера под CS объектив АРД DC, построена на базе матрицы 1/3"" Sony Super HAD CCD и обладает средним разрешением. В IP-камере используется самый современный формат сжатия H.264, а запись ведётся","Hikvision DS-2CD893PF-E - цветная день/ночь корпусная IP-видеокамера под CS объектив АРД DC, построена на базе матрицы 1/3"" Sony Super HAD CCD и обладает средним разрешением. В IP-камере используется самый современный формат сжатия H.264, а запись ведётся на карту формата SD. Питание камеры осуществляеся либо от блока питания, либо через кабель Ethernet (Витая пара) технология PoE. В отличии от большинства IP-Видеокамер, камера абсолютно бесплатно поставляется с профессиональным программным обеспечением ""TRASSIR"".",6760,catalog/img/9995.jpg
9996,Системы видеонаблюдения|IP-видеонаблюдение|Сетевые IP камеры,Hikvision,Hikvision DS-2CD893PFWD-E,Hikvision DS-2CD893PFWD-E,Hikvision DS-2CD893PFWD-E,"Системы видеонаблюдения,IP-видеонаблюдение,Hikvision DS-2CD893PFWD-E,Hikvision,купить,спб,в сакнт-петербурге,игодно ру,igodno,магазин систем безопасности","Системы видеонаблюдения,IP-видеонаблюдение,Hikvision DS-2CD893PFWD-E,Hikvision,купить,спб,в сакнт-петербурге,игодно ру,igodno,магазин систем безопасности",,,0,catalog/img/9996.jpg
9997,Системы видеонаблюдения|IP-видеонаблюдение|Сетевые IP камеры,Hikvision,Hikvision DS-2CD833F-E,Hikvision DS-2CD833F-E,Hikvision DS-2CD833F-E,"Системы видеонаблюдения,IP-видеонаблюдение,Hikvision DS-2CD833F-E,Hikvision,купить,спб,в сакнт-петербурге,игодно ру,igodno,магазин систем безопасности","Системы видеонаблюдения,IP-видеонаблюдение,Hikvision DS-2CD833F-E,Hikvision,купить,спб,в сакнт-петербурге,игодно ру,igodno,магазин систем безопасности",АНАЛОГ ВЗАМЕН,АНАЛОГ ВЗАМЕН,0,catalog/img/9997.jpg
9998,Системы видеонаблюдения|IP-видеонаблюдение|Сетевые IP камеры,Hikvision,Hikvision DS-2CD852MF-E-ICR,Hikvision DS-2CD852MF-E-ICR,Hikvision DS-2CD852MF-E-ICR,"Системы видеонаблюдения,IP-видеонаблюдение,Hikvision DS-2CD852MF-E-ICR,Hikvision,купить,спб,в сакнт-петербурге,игодно ру,igodno,магазин систем безопасности","Системы видеонаблюдения,IP-видеонаблюдение,Hikvision DS-2CD852MF-E-ICR,Hikvision,купить,спб,в сакнт-петербурге,игодно ру,igodno,магазин систем безопасности","Hikvision DS-2CD852MF-E-ICR - цветная день/ночь в стандартном корпусе IP-видеокамера под объектив, построена на базе матрице 1/3 CMOS 2 мегапикселя с механическим ИК-фильтром и обладает разрешением, предназначена для построения систем видеонаблюдения стан","Hikvision DS-2CD852MF-E-ICR - цветная день/ночь в стандартном корпусе IP-видеокамера под объектив, построена на базе матрице 1/3 CMOS 2 мегапикселя с механическим ИК-фильтром и обладает разрешением, предназначена для построения систем видеонаблюдения стандартного разрешения. В IP-камере есть поддержка двух потоков, двусторонний звук, а запись ведётся на карту формата SD. Питание камеры осуществляеся либо от блока питания (идёт в комплекте), либо через кабель Ethernet (витая пара) технология PoE. В отличии от большинства IP-видеокамер, Hikvision DS-2CD852MF-E-ICR абсолютно бесплатно поставляется с профессиональным программным обеспечением ""TRASSIR"".",0,catalog/img/9998.jpg
9999,Системы видеонаблюдения|IP-видеонаблюдение|Сетевые IP камеры,Hikvision,Hikvision DS-2CD863PF-E,Hikvision DS-2CD863PF-E,Hikvision DS-2CD863PF-E,"Системы видеонаблюдения,IP-видеонаблюдение,Hikvision DS-2CD863PF-E,Hikvision,купить,спб,в сакнт-петербурге,игодно ру,igodno,магазин систем безопасности","Системы видеонаблюдения,IP-видеонаблюдение,Hikvision DS-2CD863PF-E,Hikvision,купить,спб,в сакнт-петербурге,игодно ру,igodno,магазин систем безопасности","Сетевая IP камера видеонаблюдения Hikvision DS-2CD863PF-E предназначена для построения систем видеонаблюдения высокого разрешения, построена на базе матрице 1/3"" SONY CCD. В IP-видеокамере имеется механический ИК фильтр, она выполнена в стандартном корпус","Сетевая IP камера видеонаблюдения Hikvision DS-2CD863PF-E предназначена для построения систем видеонаблюдения высокого разрешения, построена на базе матрице 1/3"" SONY CCD. В IP-видеокамере имеется механический ИК фильтр, она выполнена в стандартном корпусе под объектив, оснащена самым современным форматом сжатия H.264, а запись ведётся на карту формата SD. Питание камеры осуществляеся либо от блока питания (идёт в комплекте), либо через кабель Ethernet (витая пара) технология PoE. В отличии от большинства IP-видеокамер, Hikvision DS-2CD863PF-E абсолютно бесплатно поставляется с профессиональным программным обеспечением ""TRASSIR"".",14725,catalog/img/9999.jpg
