_ID_,_MAIN_CATEGORY_,_MANUFACTURER_,_NAME_,_DESCRIPTION_,_PRICE_,_IMAGE_
23006,Системы охранно-пожарной сигнализации|Приборы приемно-контрольные|Приборы приемно-контрольные охранные,Esmi,Esmi FX-SLC,"Esmi FX-SLC - плата расширения (контроллер шлейфов) панелей FX на 2 адресно-аналоговых шлейфа SystemSensor 200AP. Кол-во адресов 159+159. Макс. общее число контроллеров SLC в панелях серии FX - 4 шт. Контроллер адресных шлейфов осуществляет подачу питания в шлейфы, связь с адресными устройствами, подключенными к шлейфам, контроль состояния шлейфов. При помощи данного контроллера можно подключить к панели серии FX до 2-х адресных шлейфов.",49736,img/23006.jpg
23010,Системы охранно-пожарной сигнализации|Приборы приемно-контрольные|Приборы приемно-контрольные охранные,Esmi,Esmi FX-IOC,"Esmi FX-IOC - контроллер ввода-вывода применяется для подключения и управления внешними устройствами, например, сиренами, строб вспышками, клапанами дымоудаления и т.д. Основные особенности  - сухие контакты входных сигналов - 4 шт., сухие контакты выходных реле - 2 шт, макс 30 В пост.тока / 1.0 a ., линии сигнализации с контролем с контролем цепи - 4 шт x 24В, 500 мa ., выходы питания с защитой от короткого замыкания 2 шт x 24В,  500 мА.",27671,img/23010.jpg
23011,Системы охранно-пожарной сигнализации|Приборы приемно-контрольные|Приборы приемно-контрольные охранные,Esmi,Esmi FX-OCA,"Esmi FX-OCA - плата на 16 релейных выходов 2А, 30В. Максимальное  число контроллеров IOC и OCa в панелях FX - 4 шт.",21073,img/23011.jpg
23012,Системы охранно-пожарной сигнализации|Приборы приемно-контрольные|Приборы приемно-контрольные охранные,Esmi,Esmi FX-SAB,Esmi FX-SAB - адаптер последовательного интерфейса применяется для подключение внешних устройств FMpX/MCOX/REpX и других панелей FX в системе FX-NET. Имеет три последовательных порта RS485 с гальванической развязкой. Два из них используются для подключения к другим панелям сети FX-NET.,29696,img/23012.jpg
23013,Системы охранно-пожарной сигнализации|Приборы приемно-контрольные|Приборы приемно-контрольные охранные,Esmi,Esmi MCOX,"Esmi MCOX - модуль контроля и управления.  Для организации сложной логики работы системы по событиям, поступающим от всех входов системы, а также для организации управляющих воздействий на все возможные выходы системы используется Модуль Контроля и Управления – МСОХ. Программируется с помощью программы МСОХ. Максимальная длина управляющей программы – 999 строк. Поставляется в 2-х вариантах: в отдельном корпусе и в виде платы, вставляемой в шасси панели серии FX NET/RU. В системе может быть только один модуль МСОХ.",90324,img/23013.jpg
23015,Системы охранно-пожарной сигнализации|Приборы приемно-контрольные|Приборы приемно-контрольные охранные,Esmi,Esmi FX-BAT,,0,img/23015.jpg
23017,Системы охранно-пожарной сигнализации|Приборы приемно-контрольные|Приборы приемно-контрольные охранные,Esmi,Esmi FX-USB,"Esmi FX-USB - при программировании панелей серии FX применяется специальное программное обеспечение и лицензия на конфигурацию. Лицензия представляет собой USB ключ для компьютера, с которого предполагается проведение программирования панели.",20370,img/23017.jpg
23029,Системы охранно-пожарной сигнализации|Приборы приемно-контрольные|Приборы приемно-контрольные охранные,Esmi,Esmi EM210E-CZR,"Esmi EM210E-CZR - модуль контроля неадресного шлейфа  серии 200AP применяется в системе пожарной сигнализации FX при использовании контроллеров адресного шлейфа FX-LC и FX-SLC. Встроенный изолятор короткого замыкания снижает стоимость инсталляции, поскольку не нужен дополнительный внешний изолятор. Трехцветные СДИ отображают состояние модуля. В случае обрыва или короткого замыкания неадресного шлейфа модуль передает в панель сигнал о неисправности. Также сигнал о неисправности передается при активации входа неисправности или при пропадании питания на контактах 6 и 7.",8514,img/23029.jpg
23031,Системы охранно-пожарной сигнализации|Приборы приемно-контрольные|Приборы приемно-контрольные охранные,Esmi,Esmi NLY-91200,"Esmi NLY-91200 - выносное устройство оптической сигнализации  применяется внутри помещений, в качестве параллельного сигнального устройства. Устанавливается на стене. Такое выносное устройство необходимо в помещениях, в которых установлено несколько извещателей, особенно, если извещатели установлены в верхней части навесных потолков и помещениях с большим количеством труб/проводки. Выносной индикатор  позволяет определить какой именно извещатель сработал.",2434,img/23031.jpg
23032,Системы охранно-пожарной сигнализации|Приборы приемно-контрольные|Приборы приемно-контрольные охранные,Esmi,Esmi M200XE,,0,img/23032.jpg
23033,Системы охранно-пожарной сигнализации|Приборы приемно-контрольные|Приборы приемно-контрольные охранные,Esmi,Esmi M210E,,0,img/23033.jpg
23034,Системы охранно-пожарной сигнализации|Приборы приемно-контрольные|Приборы приемно-контрольные охранные,Esmi,Esmi M201E,,0,img/23034.jpg
23035,Системы охранно-пожарной сигнализации|Приборы приемно-контрольные|Приборы приемно-контрольные охранные,Esmi,Esmi M220E,,0,img/23035.jpg
23036,Системы охранно-пожарной сигнализации|Приборы приемно-контрольные|Приборы приемно-контрольные охранные,Esmi,Esmi M221E,,0,img/23036.jpg
23037,Системы охранно-пожарной сигнализации|Приборы приемно-контрольные|Приборы приемно-контрольные охранные,Esmi,Esmi M201E-240,,0,img/23037.jpg
23038,Системы охранно-пожарной сигнализации|Приборы приемно-контрольные|Приборы приемно-контрольные охранные,Esmi,Esmi M201E-240-DIN,,0,img/23038.jpg
23040,Системы охранно-пожарной сигнализации|Приборы приемно-контрольные|Приборы приемно-контрольные охранные,Esmi,Esmi M200E-SMB,Esmi M200E-SMB - корпус для настенной установки модулей серии ESMI M200.,766,img/23040.jpg
23045,Источники электропитания|Источники бесперебойного питания 24В|AccordTec ББП-30ТР БК,AccordTec,AccordTec ББП-30ТР БК,АНАЛОГ ВЗАМЕН НА ВЫБОР,0,img/23045.jpg
23046,Источники электропитания|Источники бесперебойного питания до 12В|AccordTec ББП-30ТР исп. 1,AccordTec,AccordTec ББП-30ТР исп. 1,АНАЛОГ ВЗАМЕН НА ВЫБОР,0,img/23046.jpg
23047,Источники электропитания|Источники бесперебойного питания до 12В|AccordTec ББП-30ТР исп. 2,AccordTec,AccordTec ББП-30ТР исп. 2,АНАЛОГ ВЗАМЕН НА ВЫБОР,0,img/23047.jpg
23048,Источники электропитания|Источники бесперебойного питания до 12В|AccordTec ББП-50TP БК,AccordTec,AccordTec ББП-50TP БК,АНАЛОГ ВЗАМЕН НА ВЫБОР,0,img/23048.jpg
23049,Источники электропитания|Источники бесперебойного питания до 12В|AccordTec ББП-50TP исп. 1,AccordTec,AccordTec ББП-50TP исп. 1,АНАЛОГ ВЗАМЕН НА ВЫБОР,0,img/23049.jpg
23050,Источники электропитания|Источники бесперебойного питания до 12В|AccordTec ББП-50TP исп. 2,AccordTec,AccordTec ББП-50TP исп. 2,АНАЛОГ ВЗАМЕН НА ВЫБОР,0,img/23050.jpg
23051,Источники электропитания|Источники бесперебойного питания до 12В|AccordTec ББП-80TP БК,AccordTec,AccordTec ББП-80TP БК,АНАЛОГ ВЗАМЕН НА ВЫБОР,0,img/23051.jpg
23052,Источники электропитания|Источники бесперебойного питания до 12В|AccordTec ББП-80ТР исп.1,AccordTec,AccordTec ББП-80ТР исп.1,АНАЛОГ ВЗАМЕН НА ВЫБОР,0,img/23052.jpg
23053,Системы видеонаблюдения|IP-видеонаблюдение|IP Видеосерверы,AXIS,AXIS M7016,"AXIS M7016 - видеокодер, поддерживающий любые разрешения при различных частотах кадров. Данный видеокодер оборудован всего одним Ethernet-портом обслуживающим 16 каналов, что значительно упрощает установку и обслуживание устройства. Данная модель отличается поддержкой стандартных частот кадров и является весьма экономичным средством перехода с аналогового на IP-видеонаблюдение.",73653,img/23053.jpg
23054,Системы видеонаблюдения|IP-видеонаблюдение|IP Видеосерверы,AXIS,AXIS P7216,"AXIS P7216 - видеокодер, поддерживающий любые разрешения при различных частотах кадров. Данный видеокодер оборудован всего одним Ethernet-портом обслуживающим 16 каналов, что значительно упрощает установку и обслуживание устройства. Данная модель отличается поддержкой стандартных частот кадров и является весьма экономичным средством перехода с аналогового на IP-видеонаблюдение. Устройство способно обрабатывать не только потоковое видео, но и звук, также содержит тревожные порты ввода/вывода и разъем для подключения оптоволоконного кабеля.",95770,img/23054.jpg
