_ID_,_MAIN_CATEGORY_,_MANUFACTURER_,_NAME_,_DESCRIPTION_,_PRICE_,_IMAGE_
128001,Системы охранно-пожарной сигнализации|ОПС Альтоника|Система радиоохраны LONTA-202 (Риф Стринг-202),Альтоника,Альтоника РИФ-ОП-КС(RS-202TDm+GSM-PRO),"Концентратор сети Риф-ОП-КС предназначен для создания сети из ПКП Риф-ОП8 (до 7 приборов) и для передачи сообщений одновременно по 2 каналам связи: Lonta-202 (Lonta-OPTIMA) и GSM-каналу.
В концентраторе предусмотрено 2 шлейфа сигнализации «Пожар» и «Дверь» для защиты помещения, в котором он установлен. Состояние всех шлейфов сигнализации приборов сети отображается на блоке выносной индикации Риф-ОП-БВИ.

GSM-PRO – модуль передачи сообщений по GSM-каналу

RS-202TDm – модуль передачи сообщений для интеграции в систему Lonta-202
",14318,img/128001.jpg
128002,Системы охранно-пожарной сигнализации|ОПС Альтоника|Система радиоохраны LONTA-202 (Риф Стринг-202),Альтоника,Альтоника РИФ-ОП-КС(RS-202TDm+РМ-КС),"Концентратор сети Риф-ОП-КС предназначен для создания сети из ПКП Риф-ОП8 (до 7 приборов) и для передачи сообщений по каналу связи: Lonta-202 (Lonta-OPTIMA).
В концентраторе предусмотрено 2 шлейфа сигнализации «Пожар» и «Дверь» для защиты помещения, в котором он установлен. Состояние всех шлейфов сигнализации приборов сети отображается на блоке выносной индикации Риф-ОП-БВИ.

Радиомодем РМ-КС предназначен для подключения к Риф-ОП-КС и опроса по радиоканалу до 7 приборов Риф-ОП8-исп.С с радиомодемами РМ-OП.

RS-202TDm – модуль передачи сообщений для интеграции в систему Lonta-202
",11799,img/128002.jpg
128010,Системы охранно-пожарной сигнализации|ОПС Альтоника|Устройства передачи данных,Альтоника,Альтоника GSM-PRO,"Модуль передачи сообщений Альтоника GSM-PRO предназначен для организации дублирующего GSM-канала передачи тревожных сообщений.
Работает совместно с объектовыми приборами RS-202TX8N, RS-202TX8NL и с концентратором сети Риф-ОП-КС. Также может использоваться с прибором Риф-ОП8 как основной канал передачи извещений.",5198,img/128010.jpg
128013,Системы охранно-пожарной сигнализации|ОПС Альтоника|Устройства передачи данных,Альтоника,Альтоника Риф Бастион-1-Ф,"Устройство Альтоника Риф Бастион-1-Ф предназначено для передачи тревожных извещений по телефонным линиям методом частотного уплотнения на несущей 18 кГц. Работает в протоколе ""Атлас-3"", ""Атлас-6"", ""Фобос-ТР"". Устройство исполнения «Ф» имеет встроенный блок фильтра.",1733,img/128013.jpg
128014,Системы охранно-пожарной сигнализации|ОПС Альтоника|Устройства передачи данных,Альтоника,Альтоника OSA-104,"Адаптер порта Альтоника OSA-104 - миниатюрный модуль, работающий по беспроводной технологии Bluetooth. Bluetooth-адаптер позволяет любым устройствам, имеющим интерфейс RS 232, устанавливать беспроводное соединение на расстоянии до 300 метров.

Основное отличие адаптера порта OSA-104 от других Bluetooth-адаптеров (USB, Compact Flash, ect. adapter) заключается в том, что все необходимое программное обеспечение уже заложено в модуль и для его применения не нужны дополнительные программно-аппаратные средства.  

Работа с модулем очень проста. После предварительной настройки данные записываются в последовательный порт ""модуля-передатчика"" и считываются с аналогичного порта ""модуля-приемника"". Модуль OSA-104 может быть как приемником, так и передатчиком. В большинстве случаев даже не потребуется изменение программного кода.

Применение популярного интерфейса позволяет легко интегрировать модуль в схему любого устройства, имеющего интерфейс RS 232.",490,img/128014.jpg
128229,Системы видеонаблюдения|IP-видеонаблюдение|Сетевые IP камеры,Honeywell,Honeywell HISD-2201WE,"Сетевая высокоскоростная поворотная IP-камера Honeywell HISD-2201WE для осуществления видеонаблюдения на улице. Умеет вести запись в разрешении 1080p, оснащена оптическим трансфокатором 20x. В корпус заключен вариофокальный объектив 4,45-89 мм. Функция WDR, запись видеосигнала осуществляется с частотой 25 кадров/c, есть режим ""день/ночь"". Корпус поворотной уличной IP-камеры отвечает стандартам защиты от механических воздействий IK10, а также от непогоды IP66. Кронштейн для установки на стене предусмотрен в комплекте, также есть возможность установки устройства в потолок (на кронштейн HSDFM3). ONVIF Profile S, имеется поддержка карты памяти. Скоростная антивандальная IP-камера может питаться от сети 24 В или посредством технологии PoE. Диапазон рабочих температур составляет -30...+60 градусов.",198274,img/128229.jpg
128232,Системы видеонаблюдения|IP-видеонаблюдение|Сетевые IP камеры,Honeywell,Honeywell HISD-2201WE-IR,"Сетевая высокоскоростная поворотная IP-камера Honeywell HISD-2201WE-IR для организации видеонаблюдения./Оснащена ИК-подсветкой и разрешением 1080p с частотой 25 кадров/cек. Имеет оптический трансфокатор 20x (встроенный объектив с вариофокальным объективом 4,45-89 мм). WDR. Поворотная сетевая камера оснащена режимом ""день/ночь"", имеет класс защиты IP66. В комплекте предусмотрен кронштейн для крепления устройства на стене. Диапазон рабочих температур IP-камеры составляет -30...+60°C, дальность ИК-подсветки достигает 100 метров! Среди прочих преимуществ стоит отметить ONVIF Profile S, поддержку карты памяти. Питание скоростной уличной камеры осуществляется от сети напряжением 12 В.",239857,img/128232.jpg
128236,Системы видеонаблюдения|IP-видеонаблюдение|Сетевые IP камеры,Honeywell,Honeywell HICC-P-3100,"IP-камера (без объектива) в стандартном корпусе Honeywell HICC-P-3100 для организации системы видеонаблюдения. Способна вести запись в разрешении 2048x1536 с частотой 30 кадров/с, имеется встроенный микрофон. Базируется на КМОП-матрица 1/2,8"" Sony Exmor (3,4 Мп). Объектив для установки - C / CS крепление. Минимальный порог светочувствительности составляет: Цвет: 0.2 lux F1.2 / ч/б: 0,08 лк.",86695,img/128236.jpg
128237,Системы видеонаблюдения|IP-видеонаблюдение|Сетевые IP камеры,Honeywell,Honeywell HICC-P-3100IRV,"Уличная сетевая камера Honeywell HICC-P-3100IRV IP-амера позволяет передавать в режиме реального времени потоковое видео с в разрешении 3 мегапикселя (2048 X 1536) и формате высокой четкости Full HD (1920 x 1080). Благодаря высокому разрешению IP-камера HICC-P-3100 создает видеоизображение сверхвысокого качества и идеально подходит для ответственных объектов, требующих применения передовых стандартов телевизионного наблюдения. За счет использования формата сжатия Н.264 IP-камера HICC-P-3100 экономно использует ресурсы сети и место для хранения данных в режиме непрерывной записи.",93920,img/128237.jpg
128238,Системы видеонаблюдения|IP-видеонаблюдение|Сетевые IP камеры,Honeywell,Honeywell HICC-P-1100EIRV,"Сетевая IP-камера в цилиндрическом корпусе Honeywell HICC-P-1100EIRV сочетает в себе передовые технологии создания изображений, производства камер и сетевые IP-инновации. Камера обеспечивает изображения с частотой 60 кадров в секунду и разрешением 720P. Благодаря высокому разрешению камера HICCP-1100EIRV создает высококачественные изображения и отлично подходит для особо важных объектов, где требуется эффективное видеонаблюдение.

В одном ультракомпактном корпусе модели HICC-P-1100EIRV находятся телевизионная камера и объектив. Такая конструкция делает монтаж камеры простым и быстрым. За счет использования формата сжатия Н.264 снижается нагрузка на канал связи, что позволяет экономить место для хранения данных даже в режиме записи видео с высокой частотой кадров.

Варифокальный объектив с автоматической диафрагмой позволяет регулировать поле обзора с учетом требований к объекту съемки. При низкой освещенности или в полной темноте телевизионная камера HICC-P-1100EIRV использует встроенные ИК-светодиоды, с помощью которых записывается черно-белое видео с зоной охвата на расстоянии до 20 м от камеры.

Уличная цилиндрическая камера HICC-P-1100EIRV оснащена встроенной функцией Power over Ethernet (IEEE 802.3af), которая реализует питание непосредственно по сетевому кабелю. Эта особенность позволяет исключить затраты на дополнительный источник питания и кабель, а также упростить монтаж оборудования. Вместо питания PoE можно использовать 12 В постоянного тока и 24 В переменного тока, что даёт возможность использовать её при монтаже разных систем.

Возможности применения 
Благодаря частоте 60 кадров в секунду, форматy сжатия Н.264, встроенным ИК-светодиодам, технологии PoE и интерфейсу ONVIF телевизионная камера HICC-P-1100EIRV оптимизирует процесс видеонаблюдения на объектах, где требуется превосходная четкость и высокое разрешение изображения при минимальной загрузке сетевого канала связи. Камера соответствует самым высоким требованиям, предъявляемым к видеонаблюдению на различных объектах инфраструктуры (метро, банки, железные дороги, финансовые учреждения, правительственные здания, аэропорты и т.п.)",54079,img/128238.jpg
