_ID_,_MAIN_CATEGORY_,_MANUFACTURER_,_NAME_,_DESCRIPTION_,_PRICE_,_IMAGE_
25001,Системы видеонаблюдения|IP-видеонаблюдение|Сетевые IP камеры,PROvision,PROvision PVD-IR201IP(4mm),АНАЛОГ ВЗАМЕН НА ВЫБОР,0,img/25001.jpg
25002,Системы видеонаблюдения|IP-видеонаблюдение|Сетевые IP камеры,PROvision,PROvision PV-IR201IP(4mm),АНАЛОГ ВЗАМЕН НА ВЫБОР,0,img/25002.jpg
25003,Системы видеонаблюдения|IP-видеонаблюдение|Сетевые IP камеры,PROvision,PROvision PVF-IR201IP(3.3-12mm),"PROvision PVF-IR201IP(3.3-12mm) - профессиональная IP камера для уличного применения в цилиндрическом корпусе с разрешением 1080р. Устройство оснащено функциями «День/Ночь» с автоматической регулировкой диафрагмы, OSD-меню. Данная модель обладает ИК подсветкой, что позволяет ей функционировать даже в темное время суток или в неосвещенном пространстве на расстоянии до 40 метров.  Повышенная разрешающая способность, обеспеченная цветной матрицей 1/3""  Panasonic CMOS и вариофокальным объективом с фокусным расстоянием f=3.3-12 мм, передает исключительное качество изображения с разрешением 1920х1080 пикселей со скоростью 25 кадров в секунду. Металлический корпус с классом защиты IP66 защищает электронику устройства от попадения влаги и пыли, а так же обеспечивает работу камеры при температурах от -25 до +50 °С. Особенностью этой модели является наличие микрофона, что позволяет камере перадавать не только изображение, но и его звуковое сопровождение. Кроме того реализована возможность записи SD карту памяти. Питание камеры осуществляется посредством интерфейса POE, а так же сетями напряжением 12 В постоянного тока.",12120,img/25003.jpg
25004,Системы видеонаблюдения|IP-видеонаблюдение|IP Видеорегистраторы (NVR),PROvision,PROvision-NVR-4300,АНАЛОГ ВЗАМЕН НА ВЫБОР,0,img/25004.jpg
25005,Системы видеонаблюдения|IP-видеонаблюдение|IP Видеорегистраторы (NVR),PROvision,PROvision-NVR-16300,АНАЛОГ ВЗАМЕН НА ВЫБОР,0,img/25005.jpg
25006,Системы видеонаблюдения|IP-видеонаблюдение|IP Видеорегистраторы (NVR),PROvision,PROvision-NVR-16600,АНАЛОГ ВЗАМЕН НА ВЫБОР,0,img/25006.jpg
25008,Системы охранно-пожарной сигнализации|Беспроводная GSM-сигнализация|Охранная GSM система ELDES,ELDES,ELDES ESIM120,"Eldes ESIM120 предназначен для дистанционного открытия бесплатным GSM  звонком ворот, шлагбаумов, дорожных заграждений, электрозамков и т.д.",11798,img/25008.jpg
25009,Системы охранно-пожарной сигнализации|Беспроводная GSM-сигнализация|Охранная GSM система ELDES,ELDES,ELDES ESIM021,АНАЛОГ ВЗАМЕН: ELDES ESIM022,0,img/25009.jpg
25010,Системы охранно-пожарной сигнализации|Беспроводная GSM-сигнализация|Охранная GSM система ELDES,ELDES,ELDES ELAN1,АНАЛОГ ВЗАМЕН НА ВЫБОР,0,img/25010.jpg
25011,Системы охранно-пожарной сигнализации|Беспроводная GSM-сигнализация|Охранная GSM система ELDES,ELDES,ELDES ESIM364,"Eldes ESIM364 -    многофункциональная беспроводная GSM охранная контрольная панель с   расширением тел. PSTN коммуникатором (опционально).  Данная система   объединяет в себе охранную панель, приемник беспроводных устройств и GSM   модем для передачи информационных сообщений на пульт охраны и/или на   телефон пользователя.",11798,img/25011.jpg
25012,Системы охранно-пожарной сигнализации|Беспроводная GSM-сигнализация|Охранная GSM система ELDES,ELDES,ELDES ESIM364 PSTN,"ELDES ESIM364 PSTN -  многофункциональная беспроводная GSM   охранная контрольная панель с расширением тел. PSTN коммуникатором.  Данная система объединяет в себе охранную панель, приемник беспроводных устройств и GSM модем для передачи информационных сообщений на пульт охраны и/или на телефон пользователя. Позволяет оповещать до десяти номеров пользователей, дает возможность управления системой с помощью приложений для смартфонов (на базе ОС Android, iOS) и получение информационных сообщений. Контрольная панель обеспечивает двустороннюю связь пользователя с охраняемым объектом. Встроенный микрофон контролирует происходящее в охраняемом помещении, как при тревоге, так и по запросу в любое время. При использовании данной функции пользователь всегда в курсе происходящего   на охраняемом объекте.  Данная система широко применяется для охраны   помещений, управления автоматикой, измерения уровня котла, контроля температуры и состояния электросети.",13228,img/25012.jpg
25013,Системы охранно-пожарной сигнализации|Беспроводная GSM-сигнализация|Охранная GSM система ELDES,ELDES,ELDES EPIR,АНАЛОГ ВЗАМЕН: ELDES EPIR3,0,img/25013.jpg
25014,Системы охранно-пожарной сигнализации|Беспроводная GSM-сигнализация|Охранная GSM система ELDES,ELDES,ELDES EPIR2,АНАЛОГ ВЗАМЕН: ELDES EPIR3,0,img/25014.jpg
25015,Системы охранно-пожарной сигнализации|Беспроводная GSM-сигнализация|Охранная GSM система ELDES,ELDES,ELDES ET082,"GSM коммуникатор ELDES ET082 полностью заменяет  проводную телефонную линию   связи для охранных контрольных панелей в тех случаях, когда телефонная   линия на объекте неисправна, отсутствует или требуется более надежный   канал связи с охранным предприятием.",8866,img/25015.jpg
25016,Системы охранно-пожарной сигнализации|Беспроводная GSM-сигнализация|Охранная GSM система ELDES,ELDES,ELDES EWF1,"Фотоэлектрический дымовой датчик ELDES EWF1 имеет в наличии чувствительный   сенсор к дыму. Он эффективен при детекции тлеющего пламени. Пожарный   датчик  прекрасно подходит для любых помещений где есть риск к   возгоранию. Устройство предназначено для использования, как беспроводное   устройство с охранными панелями ELDES. К одной охранной панели можно   подключить до 16 или 36 дымовых датчиков. В датчике установлена мощная   9В батарея. Так же работает автономно, его можно использовать, как   отдельно самостоятельное устройство. ",4433,img/25016.jpg
25017,Системы охранно-пожарной сигнализации|Беспроводная GSM-сигнализация|Охранная GSM система ELDES,ELDES,ELDES EWS2,Уличная беспроводная сирена ELDES EWS2 - это сирена в герметичном водонепроницаемом корпусе с интегрированным беспроводным модулем EW1.   Данный беспроводной модуль (EW1) подключается к беспроводным охранным   системам ELDES и обеспечивает работу сирены EWS2 по радиоканалу.,0,img/25017.jpg
25018,Системы охранно-пожарной сигнализации|Беспроводная GSM-сигнализация|Охранная GSM система ELDES,ELDES,ELDES EKB2,"Сенсорная клавиатура ELDES EKB2 имеет   современный дизайн, встроенный LCD дисплей, предназначена для работы с   охранными GSM сигнализациями ESIM264 и ESIM364.",6435,img/25018.jpg
25019,Системы охранно-пожарной сигнализации|Беспроводная GSM-сигнализация|Охранная GSM система ELDES,ELDES,ELDES EKB3W,"ELDES EKB3W – беспроводная LED клавиатура. Привлекательный дизайн и удобство в   использовании. Совместимость с охранными системами Eldes. Конфигурация   GSM панели возможна простым нажатием на удобные кнопки. Клавиатура не   требует проводного подключения, и является простым и экономным решением.",4290,img/25019.jpg
25022,Системы охранно-пожарной сигнализации|Беспроводная GSM-сигнализация|Охранная GSM система ELDES,ELDES,ELDES EPGM1,ELDES EPGM1  -   предназначен для расширения проводных зон и программируемых выходов охранных панелей ESIM264 и ESIM364. ,3361,img/25022.jpg
25024,Системы видеонаблюдения|Видеонаблюдение|Камеры видеонаблюдения,Sambo,Sambo SCM100EH (3.6),"Sambo SCM100EH (3.6) - модульная цветная камера видеонаблюдения компактных габаритов. Оснащена режимом ""День-Ночь"" с чувствительностью 0.005 Лк и имеет фиксированный объектив f=3.6 мм. Матрица 1/3"" Sony super HAD CCD II с разрешающей способностью съемки камеры 700 ТВЛ. Питается модульная камера от тока 12VDC.",3845,img/25024.jpg
25025,Системы видеонаблюдения|Видеонаблюдение|Камеры видеонаблюдения,Sambo,Sambo SCM400XH (3.6),"Sambo SCM400XH (3.6) - модульная цветная камера видеонаблюдения миниатюрных размеров. Оснащена режимом ""День-Ночь"" и имеет фиксированный объектив f=3.6 мм. Матрица 1/3"" Sony super HAD CCD II, а разрешение, в котором снимает камера, составляет 650 ТВЛ. Питается модульная камера от тока 12VDC.",5226,img/25025.jpg
25026,Системы видеонаблюдения|Видеонаблюдение|Камеры видеонаблюдения,Sambo,Sambo SCM600H (3.6),АНАЛОГ ВЗАМЕН: Sambo SCM100EH (3.6),0,img/25026.jpg
25027,Системы видеонаблюдения|Видеонаблюдение|Камеры видеонаблюдения,Sambo,Sambo SDS140EH (3.6),Sambo SDS140EH (3.6) - миниатюрная цветная камера для ведения видеонаблюдения. Оснащена режимом День-Ночь с минимальной освещенностью 0.005 Люкс. Имеет фиксированный объектив 3.6 мм и умеет снимать видео в разрешении 700 ТВЛ. Отличается низким энергопотреблением и малыми габаритами.,3999,img/25027.jpg
25028,Системы видеонаблюдения|Видеонаблюдение|Камеры видеонаблюдения,Sambo,Sambo SDS140EHMV (2.8-12),АНАЛОГ ВЗАМЕН НА ВЫБОР,0,img/25028.jpg
25029,Системы видеонаблюдения|Видеонаблюдение|Камеры видеонаблюдения,Sambo,Sambo SDS140EHMV (4-9),АНАЛОГ ВЗАМЕН: Sambo SDS140EHMV (2.8-12),0,img/25029.jpg
25030,Системы видеонаблюдения|Видеонаблюдение|Камеры видеонаблюдения,Sambo,Sambo SDS430XHF (3.6),АНАЛОГ ВЗАМЕН: Sambo SDS140EH (3.6),0,img/25030.jpg
25031,Системы видеонаблюдения|Видеонаблюдение|Камеры видеонаблюдения,Sambo,Sambo SDS430XHFMV (2.8-12),АНАЛОГ ВЗАМЕН НА ВЫБОР,0,img/25031.jpg
25032,Системы видеонаблюдения|Видеонаблюдение|Камеры видеонаблюдения,Sambo,Sambo SDS430XHFMV (4-9),АНАЛОГ ВЗАМЕН: Sambo SDS430XHFMV (2.8-12),0,img/25032.jpg
25033,Системы видеонаблюдения|Видеонаблюдение|Камеры видеонаблюдения,Sambo,Sambo SVD07SCI124EH,АНАЛОГ ВЗАМЕН НА ВЫБОР,0,img/25033.jpg
25034,Системы видеонаблюдения|Видеонаблюдение|Камеры видеонаблюдения,Sambo,Sambo SCC452XH,"Корпусная цветная камера видеонаблюдения Sambo SCC452XH без объектива. Оснащена режимом День-Ночь с разрешением 700 ТВЛ. Имеет матрицу 1/3"" Sony super HAD CCD II. Крепление для объектива стандарта CS-mount. Питается камера от напряжения 12VDC. Размеры модели составляют 62x54x119 мм.",2399,img/25034.jpg
25036,Системы видеонаблюдения|Видеонаблюдение|Камеры видеонаблюдения,Sunkwang,Sunkwang SK-1004C/SO (2.96),АНАЛОГ ВЗАМЕН,0,img/25036.jpg
25037,Системы видеонаблюдения|Видеонаблюдение|Камеры видеонаблюдения,Sunkwang,Sunkwang SK-D080/1004C (3.6),АНАЛОГ ВЗАМЕН Sunkwang SK-DC80/M847P (3.6),0,img/25037.jpg
