_ID_,_MAIN_CATEGORY_,_MANUFACTURER_,_NAME_,_DESCRIPTION_,_PRICE_,_IMAGE_
19,Системы видеонаблюдения|Видеонаблюдение|Камеры видеонаблюдения,KT&C, KPC-303BH, KPC-303BH,0,catalog/img/19.jpg
20,Системы видеонаблюдения|Видеонаблюдение|Камеры видеонаблюдения,KT&C, KPC-303BH/220, KPC-303BH/220,0,catalog/img/20.jpg
21,Системы видеонаблюдения|Видеонаблюдение|Камеры видеонаблюдения,KT&C, KPC-350BH, KPC-350BH,0,catalog/img/21.jpg
22,Системы видеонаблюдения|Видеонаблюдение|Камеры видеонаблюдения,KT&C, KPC-605BH, KPC-605BH,0,catalog/img/22.jpg
23,Системы видеонаблюдения|Видеонаблюдение|Камеры видеонаблюдения,KT&C, KPC-605BH AC, KPC-605BH AC,0,catalog/img/23.jpg
24,Системы видеонаблюдения|Видеонаблюдение|Камеры видеонаблюдения,KT&C, KPC-650BH, KPC-650BH,0,catalog/img/24.jpg
35,Системы видеонаблюдения|Видеонаблюдение|Камеры видеонаблюдения,Mintron,Mintron MК-2321,"АНАЛОГ ВЗАМЕН: Mintron MК-4321chip SHARP, BLC, авт. регулировка диафрагмы Video Drive.",0,catalog/img/35.jpg
36,Системы видеонаблюдения|Видеонаблюдение|Камеры видеонаблюдения,Mintron,Mintron MTV-13KA11С,АНАЛОГ ВЗАМЕН: Mintron MTV-13X11HСchip Panasonic.Video&DC,0,catalog/img/36.jpg
37,Системы видеонаблюдения|Видеонаблюдение|Камеры видеонаблюдения,Mintron,Mintron MTV-43KM11HC (MК-4363),"chip SONY, VD/DD audio, ZOOM.",0,catalog/img/37.jpg
38,Системы видеонаблюдения|Видеонаблюдение|Камеры видеонаблюдения,Mintron,Mintron MК-4321,"АНАЛОГ ВЗАМЕН: Mintron MTV-13X11HСОписание Mintron MК-4321Mintron MК-4321 это черно-белая видеокамера в стандартном корпусе для установки внутри помещений или в гермокожухе, для использования с объективами с автодиафрагмой VD/DD.Технические характеристики Mintron MК-4321BLC:	есть
Автоматический электронный затвор AES: 	1/50–1/110 000 сек.
Габариты (Ш×В×Г):	51×51×115 мм
Гамма коррекция:	 0,45
Диапазон рабочих температур:	−10…+50 °С
Климатическое исполнение:	 внутреннее
Производитель ПЗС матрицы:	SHARP
Размер ПЗС матрицы:	1,0 ″
Система АРУ:	есть
Стандарт сигнала:	 черно-белый (CCIR)
Тип видео-выхода: 	композитный, BNC
Тип корпуса:	стандартный
Тип развертки:	чересстрочная
Тип резьбы крепления объектива:	C/CS
Тип синхронизации:	внутренняя
Управление автодиафрагмой объектива:	Video Drive / Direct Drive
Минимальная освещенность на объекте:	0,050 Лк
Напряжение:	220 В
Отношение сигнал шум s/n:	48 дБ
Потребляемая мощность:	0,002 кВт
Разрешение по горизонтали:	420 ТВЛДокументация Mintron MК-4321",0,catalog/img/38.jpg
