_ID_,_MAIN_CATEGORY_,_MANUFACTURER_,_NAME_,_DESCRIPTION_,_PRICE_,_IMAGE_
39001,Системы видеонаблюдения|IP-видеонаблюдение|Объективы мегапиксельные,Honeywell,Honeywell CALA33120F14M2,"Honeywell CALA33120F14M2 это  2-ух -мегапиксельный вариофокальный объектив 3,3-12 мм с ручным управлением диафрагмы, через регулирование сигналом постоянного тока и с ИК-коррекцией отлично подходит для современных чувствительных матриц, используемых в IP-камерах высокого разрешения. Модель позволяет преодолеть ограничения, обычно свойственные стандартным моделям с переменным фокусным расстоянием. Резкость формируемого изображения будет сохраняться во всем диапазоне изменения фокусного расстояния объектива. Это связано с тем, что данный объектив сочетает в себе высокое качество асферической оптики, легкую конструкцию и продолжительный срок службы. При этом он реализует самый современный технологический уровень коррекции оптических искажений и высокую светосилу. Благодаря использованию стекла с низкой дисперсией и высоким коэффициентом преломления эти высокоточные объективы позволят полностью реализовать возможности мегапиксельных IP-камер.",6782,img/39001.jpg
39002,Системы видеонаблюдения|IP-видеонаблюдение|Объективы мегапиксельные,Honeywell,Honeywell CALA40100F16M2,"Honeywell CALA40100F16M2 это  2-ух -мегапиксельный вариофокальный объектив 4-10 мм с ручным управлением диафрагмы, через регулирование сигналом постоянного тока и с ИК-коррекцией отлично подходит для современных чувствительных матриц, используемых в IP-камерах высокого разрешения. Модель позволяет преодолеть ограничения, обычно свойственные стандартным моделям с переменным фокусным расстоянием. Резкость формируемого изображения будет сохраняться во всем диапазоне изменения фокусного расстояния объектива. Это связано с тем, что данный объектив сочетает в себе высокое качество асферической оптики, легкую конструкцию и продолжительный срок службы. При этом он реализует самый современный технологический уровень коррекции оптических искажений и высокую светосилу. Благодаря использованию стекла с низкой дисперсией и высоким коэффициентом преломления эти высокоточные объективы позволят полностью реализовать возможности мегапиксельных IP-камер.",7704,img/39002.jpg
39003,Системы видеонаблюдения|IP-видеонаблюдение|Объективы мегапиксельные,Honeywell,Honeywell CAL6F14M3,"Honeywell CAL6F14M3 это  3-ех -мегапиксельный объектив 6 мм с регулируемой вручную диафрагмой и с ИК-коррекцией отлично подходит для современных чувствительных матриц, используемых в IP-камерах высокого разрешения. Модель реализует самый современный технологический уровень коррекции оптических искажений и высокую светосилу. Благодаря использованию стекла с низкой дисперсией и высоким коэффициентом преломления эти высокоточные объективы позволят полностью реализовать возможности мегапиксельных IP-камер.",5706,img/39003.jpg
39004,Системы видеонаблюдения|IP-видеонаблюдение|Объективы мегапиксельные,Honeywell,Honeywell CAL8F14M3,"Honeywell CAL8F14M3 это  3-ех -мегапиксельный объектив 8 мм с регулируемой вручную диафрагмой и с ИК-коррекцией отлично подходит для современных чувствительных матриц, используемых в IP-камерах высокого разрешения. Модель реализует самый современный технологический уровень коррекции оптических искажений и высокую светосилу. Благодаря использованию стекла с низкой дисперсией и высоким коэффициентом преломления эти высокоточные объективы позволят полностью реализовать возможности мегапиксельных IP-камер.",5860,img/39004.jpg
39005,Системы видеонаблюдения|IP-видеонаблюдение|Объективы мегапиксельные,Honeywell,Honeywell CAL12F14M3,"Honeywell CAL12F14M3 это  3-ех -мегапиксельный объектив 12 мм с регулируемой вручную диафрагмой и с ИК-коррекцией отлично подходит для современных чувствительных матриц, используемых в IP-камерах высокого разрешения. Модель реализует самый современный технологический уровень коррекции оптических искажений и высокую светосилу. Благодаря использованию стекла с низкой дисперсией и высоким коэффициентом преломления эти высокоточные объективы позволят полностью реализовать возможности мегапиксельных IP-камер.",5706,img/39005.jpg
39006,Системы видеонаблюдения|IP-видеонаблюдение|Объективы мегапиксельные,Honeywell,Honeywell CALA50600F16M13,"Honeywell CALA50600F16M13 это  1,3-ех -мегапиксельный объектив 5-60 мм с автоматической настройкой диафрагмы и с ИК-коррекцией отлично подходит для современных чувствительных матриц, используемых в IP-камерах высокого разрешения. Модель позволяет преодолеть ограничения, обычно свойственные стандартным моделям с переменным фокусным расстоянием. Резкость формируемого изображения будет сохраняться во всем диапазоне изменения фокусного расстояния объектива. Это связано с тем, что данный объектив сочетает в себе высокое качество асферической оптики, легкую конструкцию и продолжительный срок службы. При этом он реализует самый современный технологический уровень коррекции оптических искажений и высокую светосилу. Благодаря использованию стекла с низкой дисперсией и высоким коэффициентом преломления эти высокоточные объективы позволят полностью реализовать возможности мегапиксельных IP-камер.",11636,img/39006.jpg
39007,Системы видеонаблюдения|IP-видеонаблюдение|Объективы мегапиксельные,Honeywell,Honeywell CALA5100F16M13,"Honeywell CALA5100F16M13 это  1,3-ех -мегапиксельный объектив 5-100 мм с автоматической настройкой диафрагмы и с ИК-коррекцией отлично подходит для современных чувствительных матриц, используемых в IP-камерах высокого разрешения. Модель позволяет преодолеть ограничения, обычно свойственные стандартным моделям с переменным фокусным расстоянием. Резкость формируемого изображения будет сохраняться во всем диапазоне изменения фокусного расстояния объектива. Это связано с тем, что данный объектив сочетает в себе высокое качество асферической оптики, легкую конструкцию и продолжительный срок службы. При этом он реализует самый современный технологический уровень коррекции оптических искажений и высокую светосилу. Благодаря использованию стекла с низкой дисперсией и высоким коэффициентом преломления эти высокоточные объективы позволят полностью реализовать возможности мегапиксельных IP-камер.",12621,img/39007.jpg
39008,Системы видеонаблюдения|IP-видеонаблюдение|Объективы мегапиксельные,Honeywell,Honeywell CALA30105F14M3,"Honeywell CALA30105F14M3 это  3-ех -мегапиксельный объектив 3-10,5 мм с автоматической настройкой диафрагмы и с ИК-коррекцией отлично подходит для современных чувствительных матриц, используемых в IP-камерах высокого разрешения. Модель позволяет преодолеть ограничения, обычно свойственные стандартным моделям с переменным фокусным расстоянием. Резкость формируемого изображения будет сохраняться во всем диапазоне изменения фокусного расстояния объектива. Это связано с тем, что данный объектив сочетает в себе высокое качество асферической оптики, легкую конструкцию и продолжительный срок службы. При этом он реализует самый современный технологический уровень коррекции оптических искажений и высокую светосилу. Благодаря использованию стекла с низкой дисперсией и высоким коэффициентом преломления эти высокоточные объективы позволят полностью реализовать возможности мегапиксельных IP-камер.",8012,img/39008.jpg
39009,Системы видеонаблюдения|IP-видеонаблюдение|Объективы мегапиксельные,Honeywell,Honeywell CALM70220F14M3,"Honeywell CALM70220F14M3 это  3-ех -мегапиксельный объектив 7-22 мм с ручной настройкой диафрагмы и с ИК-коррекцией отлично подходит для современных чувствительных матриц, используемых в IP-камерах высокого разрешения. Модель позволяет преодолеть ограничения, обычно свойственные стандартным моделям с переменным фокусным расстоянием. Резкость формируемого изображения будет сохраняться во всем диапазоне изменения фокусного расстояния объектива. Это связано с тем, что данный объектив сочетает в себе высокое качество асферической оптики, легкую конструкцию и продолжительный срок службы. При этом он реализует самый современный технологический уровень коррекции оптических искажений и высокую светосилу. Благодаря использованию стекла с низкой дисперсией и высоким коэффициентом преломления эти высокоточные объективы позволят полностью реализовать возможности мегапиксельных IP-камер.",6014,img/39009.jpg
39010,Системы видеонаблюдения|IP-видеонаблюдение|Объективы мегапиксельные,Honeywell,Honeywell CALA70220F14M3,"Honeywell CALA70220F14M3 это  3-ех -мегапиксельный объектив 7-22 мм с автоматической настройкой диафрагмы и с ИК-коррекцией отлично подходит для современных чувствительных матриц, используемых в IP-камерах высокого разрешения. Модель позволяет преодолеть ограничения, обычно свойственные стандартным моделям с переменным фокусным расстоянием. Резкость формируемого изображения будет сохраняться во всем диапазоне изменения фокусного расстояния объектива. Это связано с тем, что данный объектив сочетает в себе высокое качество асферической оптики, легкую конструкцию и продолжительный срок службы. При этом он реализует самый современный технологический уровень коррекции оптических искажений и высокую светосилу. Благодаря использованию стекла с низкой дисперсией и высоким коэффициентом преломления эти высокоточные объективы позволят полностью реализовать возможности мегапиксельных IP-камер.",8625,img/39010.jpg
