_ID_,_MAIN_CATEGORY_,_MANUFACTURER_,_NAME_,_DESCRIPTION_,_PRICE_,_IMAGE_
5001,Системы видеонаблюдения|IP-видеонаблюдение|Сетевые IP камеры,ACTi,ACTi ACM-3511,АНАЛОГ ВЗАМЕН: ACTi TCM-3511,0,img/5001.jpg
5002,Системы видеонаблюдения|IP-видеонаблюдение|Сетевые IP камеры,ACTi,ACTi ACM-3701,"Мегапиксельная IP камера ACM-3701 представляет собой миниатюрную конструкцию с 2-х дюймовым плафоном в форме полусферы. Корпус камеры вандалозащищен, влагонепроницаем и приспособлен для работы на улице при температурах -20°С до +50°С. Класс защиты от пыли и влаги IP-66.",0,img/5002.jpg
5003,Системы видеонаблюдения|IP-видеонаблюдение|Сетевые IP камеры,ACTi,ACTi ACM-3703,"Мегапиксельная IP камера ACM-3703 представляет собой миниатюрную конструкцию с 2-х дюймовым плафоном в форме полусферы. Корпус камеры вандалозащищен, влагонепроницаем и приспособлен для работы на улице при температурах -20°С до +50°С. Класс защиты от пыли и влаги IP-66.",0,img/5003.jpg
5005,Системы видеонаблюдения|IP-видеонаблюдение|Сетевые IP камеры,ACTi,ACTi ACM-3601,АНАЛОГ ВЗАМЕН: ACTi ACM-3701,0,img/5005.jpg
5006,Системы видеонаблюдения|IP-видеонаблюдение|Сетевые IP камеры,ACTi ,ACTi ACM-3603,АНАЛОГ ВЗАМЕН: ACTi ACM-3701,0,img/5006.jpg
5007,Системы видеонаблюдения|IP-видеонаблюдение|Сетевые IP камеры,ACTi,ACTi ACM-1231,Мегапиксельная IP камера ACM-1231 выпускается в цилиндрическом корпусе с ИК-подсветкой O75х220 мм предназначена для наружного применения при температурах от -20°С до +50°С (соответствует стандарту IP66). Установка этой IP камеры на стену производится при помощи кронштейна ACTi R695-00004-001. Встроенный детектор движения мегапиксельной IP камеры ACM-1231 позволяет выделить в кадре до 3-х зон для обнаружения движения. Пользователь может настраивать чувствительность детектора и минимальный размер движущихся объектов. Настенный кронштейн в комплект поставки не входит!,20930,img/5007.jpg
5008,Системы видеонаблюдения|IP-видеонаблюдение|Сетевые IP камеры,ACTi,ACTi ACM-1232,АНАЛОГ ВЗАМЕН: ACTi ACM-1231,0,img/5008.jpg
5009,Системы видеонаблюдения|IP-видеонаблюдение|Сетевые IP камеры,ACTi,ACTi ACM-1431,АНАЛОГ ВЗАМЕН: ACTi ACM-1231,0,img/5009.jpg
5010,Системы видеонаблюдения|IP-видеонаблюдение|Сетевые IP камеры,ACTi,ACTi ACM-1432,АНАЛОГ ВЗАМЕН: ACTi ACM-1231,0,img/5010.jpg
5011,Системы видеонаблюдения|IP-видеонаблюдение|Сетевые IP камеры,ACTi,ACTi ACM-5001,АНАЛОГ ВЗАМЕН: ACTi ACM-5611,0,img/5011.jpg
