_ID_,_MAIN_CATEGORY_,_MANUFACTURER_,_NAME_,_DESCRIPTION_,_PRICE_,_IMAGE_
21001,Домофонные системы|Домофоны|Видеодомофон,JSB-Systems,JSB-Systems Поворотный кронштейн 055,JSB-Systems Поворотный кронштейн 055-поворотный кронштейн для вызывной панели видеодомофона JSB-V055 и аудиодомофона JSB-A055.,152,img/21001.jpg
21022,Домофонные системы|Домофоны|Дополнительное оборудование,JSB-Systems,JSB-Systems JSB-GSM-01,"JSB-Systems JSB-GSM-01- GSM-контроллер, предназначенный для двустороннего обмена связью между вызывной панелью видеодомофона и сотовым телефоном абонента. В режиме разговора можно осуществлять управление электрическим замком, подключенным к контроллеру. Помимо функций контроллера электромагнитного/электромеханического замка, имеется возможность использовать охранные функции, а также возможность работы в режиме триггера. Совместим с индивидуальными домофонами четырех проводной серии (JSB). Время разговора через GSM -3 минуты. Максимальное количество ключей, записанных в памяти контроллера -1350.  Напряжение питания 12В постоянного тока, 500 мА (среднее), 2А (максимальное). Максимальный ток, коммутируемый по цепи замка -5А. Комплект поставки: плата GSM-контроллера, антенна, ключ DS1990A, контактор Touch Memory JSB, кнопка выхода JSB, руководство по эксплуатации, упаковка.",3853,img/21022.jpg
21031,Системы видеонаблюдения|Видеонаблюдение|Видеорегистраторы,Tantos,Tantos TSr-AV1641 Forward,АНАЛОГ ВЗАМЕН: Tantos TSr-HV1621 Forward,0,img/21031.jpg
21032,Системы видеонаблюдения|Видеонаблюдение|Видеорегистраторы,Tantos,Tantos TSr-AV1641 Ultimate,"Tantos TSr-AV1641 Ultimate 16-ти канальный видеорегистратор,16 сквозных каналов, видеовыходы BNC, VGA (1280x1024), алгоритм сжатия H.264, ОС Embedded Linux. Режим пентаплекса: одновременный локальный мониторинг, запись, трансляция по сети, мониторинг на мобильном телефоне, воспроизведение записи, резервное копирование.",0,img/21032.jpg
21033,Домофонные системы|Домофоны|Видеодомофон,МВК,МВК МВК-327,АНАЛОГ ВЗАМЕН НА ВЫБОР,0,img/21033.jpg
21034,Домофонные системы|Домофоны|Видеодомофон,МВК,МВК МВК-327ц Н (PAL),АНАЛОГ ВЗАМЕН НА ВЫБОР,0,img/21034.jpg
21035,Источники электропитания|Источники питания до 12В|Optimus 1220,Optimus,Optimus 1220,АНАЛОГ ВЗАМЕН: Optimus 1230,0,img/21035.jpg
21036,Источники электропитания|Источники бесперебойного питания до 12В|Optimus 1220RM-7,Optimus,Optimus 1220RM-7,"Optimus 1220RM-7 - источник вторичного электропитания резервированный, который предназначен для обеспечения бесперебойного электропитания потребителей при номинальном напряжением 12В постоянного тока и токе потребления: до 2 А. Электропитание устройства осуществляется от сети переменного тока 50 Гц напряжением от 160 В до 242 В или от встроенного аккумулятора (АКБ) напряжением 12 В и номинальной емкостью 7А/ч. Данная модель предназначена для установки внутри помещения и рассчитана на круглосуточный режим работы. ИВЭПР обеспечивает автоматический переход на питание от аккумулятора при отсутствии напряжения сети.",935,img/21036.jpg
21037,Источники электропитания|Источники питания до 12В|Optimus 1230,Optimus,Optimus 1230,"Optimus 1230 - источник вторичного электропитания, который предназначен для обеспечения электропитания потребителей при номинальном напряжением 12В постоянного тока и номинальном токе потребления до 3А. Электропитание устройства осуществляется от сети переменного тока 50 Гц напряжением от 160 В до 242В. Данная модель предназначена для установки внутри помещения и рассчитана на круглосуточный режим работы.",817,img/21037.jpg
21038,Источники электропитания|Источники питания до 12В|Optimus 1230-OD,Optimus,Optimus 1230-OD,"Optimus 1230-OD - источник вторичного электропитания, который предназначен для обеспечения электропитания потребителей при номинальном напряжением 12В постоянного тока и номинальном токе потребления до 3А. Электропитание устройства осуществляется от сети переменного тока 50 Гц напряжением от 160 В до 242В. Данная модель имеет пластиковый корпус со степенью защиты IP56 по ГОСТ 14254-96 и предназначена для использования на открытом воздухе. OPTIMUS – 1230-OD рассчитан на круглосуточный режим работы.",822,img/21038.jpg
21039,Системы видеонаблюдения|Видеонаблюдение|Камеры видеонаблюдения,EverFocus,EverFocus EPTZ-860,"EverFocus EPTZ-860 - высокоскоростная поворотная камера, снабжённая мощной ИК-подсветкой. Она предназначена для уличной установки. Новая камера оснащена ПЗС-матрицей Sony стандарта 960H размером 1/3"", которая обеспечивает разрешение 700 ТВЛ. Важной особенностью камеры является высокая мощность встроенной ИК-подсветки, что позволяет в темноте видеть на получаемом изображении объекты, находящиеся на достаточно большом расстоянии. Новинка оснащена мощным оптическим зумом. Меняя увеличение, можно от общей картины переходить к детальному рассматриванию объектов, находящихся на значительном отдалении. Большое оптическое увеличение дополняется хорошими параметрами поворотного механизма. Вращение камерного блока как по горизонтали, так и по вертикали может происходить со скоростью от 0,01 до 180 град/с. Функция ""день/ночь"" реализована в камере на основе механического модуля с ИК-фильтром. Для обработки изображения служат функции автоматической регулировки усиления, автоматического баланса белого, компенсации фоновой засветки. У камеры имеются 4 тревожных входа и два выхода. Устройство имеет широкий диапазон температур, а её защита от пыли и влаги соответствует классу IP-66.",61159,img/21039.jpg
21040,Системы видеонаблюдения|IP-видеонаблюдение|Сетевые IP камеры,Beward,Beward BD4330DM,"Beward BD4330DM - сетевая уличная IP-камера антивандального исполнения для профессионального видеонаблюдения. Данная модель использует высокочувствительную матрицу с прогрессивным  сканированием. Такие технологии, как режим «день/ночь», цифровой расширенный динамический диапазон и система шумоподавления выгодно отличают ее, 
позволяя соответствовать высоким требованиям, предъявляемым к современным системам видеонаблюдения. Устройство предназначено для эксплуатации в диапазоне температур от -40 до +50°C, при этом в случае перебоев в подаче питания включение камеры происходит в штатном режиме. Герметичный, морозоустойчивый разъем для подключения питания и передачи информации максимально упрощает требования к условиям монтажа и избавляет от необходимости использовать дополнительное монтажное оборудование. Металлический антивандальный корпус камеры соответствует классу защиты от влаги и пыли IP66, поэтому устройство можно эксплуатировать на объектах с повышенной вероятностью совершения актов вандализма. Стоит отметить, что камера формирует и передает по сети изображение с разрешением Full HD в реальном времени и поддерживает функцию одновременного кодирования до четырех потоков. Данная модель оснащена четырьмя детекторами движения. Независимая настройка параметров срабатывания детекции, таких как уровень обнаружения и чувствительности, обеспечивает точное реагирование камеры на несанкционированные действия в поле ее зрения. Пользователь имеет возможность задать разнообразные сценарии действия таким образом, чтобы вовремя получить извещение и полную видео- аудио информацию в момент события.",12700,img/21040.jpg
21041,Системы видеонаблюдения|Видеонаблюдение|Камеры видеонаблюдения,Sarmatt,Sarmatt SR-D58V49,,0,img/21041.jpg
21042,Системы видеонаблюдения|Видеонаблюдение|Камеры видеонаблюдения,Sarmatt,Sarmatt SR-S58F29IR,"Sarmatt SR-S58F29IR  купольная цветная видеокамера с ИК подсветкой основана на матрице 1/4"" CMOS DIS, обеспечивающей разрешение 580 ТВЛ. Механический ИК фильтр, чувствительность 0 Lux при включенном ИК, фиксированный объектив f=2.9 мм. ИК подсветка - 20м, сигнал/шум > 52 дБ. День/Ночь IRC, питание 12В±10%, рабочий диапазон температур - 40 ... + 50°C. Габаритные размеры 85x69мм",0,img/21042.jpg
21043,Системы видеонаблюдения|Видеонаблюдение|Камеры видеонаблюдения,Sarmatt,Sarmatt SR-N58F36IR,АНАЛОГ ВЗАМЕН: Sarmatt SR-N100F36IR,0,img/21043.jpg
