_ID_,_MAIN_CATEGORY_,_MANUFACTURER_,_NAME_,_DESCRIPTION_,_PRICE_,_IMAGE_
15008,"Кабели, провода, инструменты, расходные материалы, шкафы|Разъемы видео|PROCONNECT Разъем F-разъём RG-6 (05-4003-6)",PROCONNECT,PROCONNECT Разъем F-разъём RG-6 (05-4003-6),"Самый распространенный вид разъема для коаксиальных телевизионных и радио систем - F-разъем. Применяется для соединения коаксиального антенного кабеля, передающего радио, видео или аудио сигналы, с оборудованием (телевизионные делители, разветвители, ресиверы, телевизоры, всевозможная радиоаппаратура и т.д.). Особенность данного вида разъема заключается в том, что у него нет непосредственного штекера. Роль штекера выполняет сама центральная жила кабеля. Это позволяет избежать дополнительных потерь сигнала. F-разъём RG-6 Cabletech предназначен для кабеля RG-6, имеющего номинальное волновое сопротивление 75 Ом. Разъём изготовлен из никелированного сплава меди. Закрепляется разъем на кабеле (предварительно зачищенном) путем накручивания. Благодаря надежному и чрезвычайно быстрому способу соединения, этот разъем получил широчайшее применение в области передачи сигналов. F-разъем RG-6 Cabletech сочетает в себе, казалось бы несочетаемые свойства – простоту, скорость, и удобство эксплуатации с полным отсутствием потерь на самом разъеме.",40,img/15008.jpg
15009,Системы видеонаблюдения|IP-видеонаблюдение|Сетевые IP камеры,Sarmatt,Sarmatt SR-IN25V3312IR,"Sarmatt SR-IN25V3312IR уличная FullHD IP камера с инфракрасной подсветкой. Данная видеокамера выполнена на базе матрицы 1/3"" Micron CMOS 2 Mpixel, которая обеспечивает высокое разрешение 1920x1080 пикс. Кроме того, видеокамера имеет инфракрасную подсветку со встроенными 35 диодами (дальность подсветки 20 метров). Камера обладает следующими функциями видеорегулировки: автоматический регулятор усиления (AGC), компенсация встречной засветки (BLC), настройка резкости, контрастности, насыщенности, экспозиции. Видеокамера имеет возможность использования 3х методов сжатия: H.264/MPEG-4/M-JPEG. Аудиосжатие двухканальное ADPCM. При срабатывании на движение, камера передает сигнал тревоги на e-mail, FTP сервер.",0,img/15009.jpg
15010,Системы видеонаблюдения|Видеонаблюдение|Камеры видеонаблюдения,Infinity,Infinity SRD-DN700SDE 2.6-6,АНАЛОГ ВЗАМЕН НА ВЫБОР,0,img/15010.jpg
15011,Системы видеонаблюдения|Видеонаблюдение|Камеры видеонаблюдения,Infinity,Infinity SRD-DN700SDE 3.3-12,АНАЛОГ ВЗАМЕН НА ВЫБОР,0,img/15011.jpg
15018,Системы видеонаблюдения|Видеонаблюдение|Камеры видеонаблюдения,Infinity,Infinity ICD-22ZDN580SD,"Infinity ICD-22ZDN580SD - компактная высокоскоростная купольная видеокамера ДЕНЬ/НОЧЬ из серии профессиональных управляемых купольных камер высокого разрешения с надежной оптической системой и богатым набором функциональных возможностей. Камера снабжена матрицей 1/4'' Type Sony Super HAD CCD II, что обеспечивает высокое разрешение 580 ТВЛ и позволяет получить четкое изображение высокого качества. Функция ATR - адаптивная передача полутонов - позволяет камере автоматически корректировать яркость и контрастность при различных уровнях освещенности. Камера имеет накладной или врезной монтаж, и  может использоваться в качестве одного из ключевых элементов системы охранного телевидения как в небольших офисах, магазинах или складских помещениях, так и в крупных банках и торговых центрах, на вокзалах и в аэропортах, везде обеспечивая неизменно высокое качество изображения и эффективную работу системы безопасности. Для установки камеры также могут быть использованы дополнительные кронштейны настенного крепления UVPD-WB и IVPD-WB или потолочный кронштейн IVPD-CB (в базовый комплект поставки кронштейны не входят).",0,img/15018.jpg
15019,"Системы видеонаблюдения|Видеонаблюдение|Термокожухи, кронштейны, аксессуары",Infinity,Infinity CHVD-HK,"Infinity CHVD-HK - нагревательный элемент для видеокамер. В стандартной комплектации купольные видеокамеры предназначены, как правило, для установки внутри помещений при температурах до –10°С. При необходимости использования камер в более холодных условиях некоторые модели имеют возможность монтажа внутрь корпуса дополнительного нагревательного элемента, который служит для расширения диапазона рабочих температур.",1170,img/15019.jpg
15063,"Кабели, провода, инструменты, расходные материалы, шкафы|Разъемы Ethernet|REXANT Джек RJ-45  8P-8C  CAT5e (со вставкой) (05-1022)",REXANT,REXANT Джек RJ-45  8P-8C  CAT5e (со вставкой) (05-1022),АНАЛОГ ВЗАМЕН,0,img/15063.jpg
15064,"Кабели, провода, инструменты, расходные материалы, шкафы|Разъемы Ethernet|REXANT Джек RJ-45  8P-8C  CAT5e (с экраном) (05-1023)",REXANT,REXANT Джек RJ-45  8P-8C  CAT5e (с экраном) (05-1023),"ШтекерREXANT Джек RJ-45  8P-8C  CAT5e (со экраном) (05-1023)применяется для построения компьютерных сетей. Его размещают на конце компьютерных или телефонных кабелей для их соединения с розеткой, хабом, свитчом, сервером, модемом, роутером или другим компьютером. Этот штекер является разъемом типа 8Р-8С, то есть имеет 8 посадочных мест и 8 ножей-контактов. REXANT Джек RJ-45  8P-8C  CAT5e (со экраном) (05-1023) имеет экран. В основном применяется данный разъем вместе с экранированными кабелями для защиты от помех и наводок. Штекер изготовлен из качественного пластика прозрачного цвета и имеет золотое напыление на ножах-контактах для улучшения контакта с жилами кабеля.",155,img/15064.jpg
15065,"Кабели, провода, инструменты, расходные материалы, шкафы|Разъемы Ethernet|REXANT Джек RJ-45  8P-8C  CAT6  (со вставкой) (05-1031)",REXANT,REXANT Джек RJ-45  8P-8C  CAT6  (со вставкой) (05-1031),"Штекер REXANT Джек RJ-45  8P-8C  CAT6  (со вставкой)применяется для построения компьютерных сетей. Его размещают на конце компьютерных кабелей для их соединения с розеткой, хабом, свитчом, сервером, роутером или другим компьютером. Этот штекер является разъемом типа 8Р-8С, то есть имеет 8 посадочных мест и 8 ножей-контактов. REXANT Джек RJ-45  8P-8C  CAT6  (со вставкой) имеет вставку для облегчения и ускорения распиновки кабеля. Штекер изготовлен из качественного пластика прозрачного цвета и имеет золотое напыление на ножах-контактах для улучшения контакта с жилами кабеля.",253,img/15065.jpg
15066,"Кабели, провода, инструменты, расходные материалы, шкафы|Разъемы видео|REXANT Разъем штекер BNC RG-58 накрутка Gold (05-3021-1)",REXANT,REXANT Разъем штекер BNC RG-58 накрутка Gold (05-3021-1),АНАЛОГ ВЗАМЕН: REXANT Разъем штекер BNC RG-58 накрутка (01-008A) (05-3021),0,img/15066.jpg
